,Time,sailActive,sailPosX,sailPosY,sailPosZ,earthPosX,earthPosY,earthPosZ,distanceToNEO
184,920.0,1,1.7022007902216845,-0.10672664814915006,0.07905980516580059,-0.44776073211790623,0.8766688173655007,-5.0515489860741624e-05,1.373588919958827
185,925.0,1,1.74991130725416,-0.057574602480763515,0.08019411077916601,-0.523917047298222,0.8339067440370296,-5.068374245413158e-05,1.3667962628743295
186,930.0,1,1.79559804452052,-0.008382257096787839,0.08123641030285328,-0.5960174950351641,0.7846887223170134,-5.04596164470364e-05,1.358147541473901
187,935.0,1,1.83935979596032,0.040791909990926495,0.08218967052829006,-0.6635116298629146,0.7294059011732914,-4.984549891367048e-05,1.3480391629284574
188,940.0,1,1.8812886665767825,0.08989816719188681,0.0830568917679602,-0.7258881471727722,0.6684968609003547,-4.8846910656070964e-05,1.336935149730544
189,945.0,1,1.9214705227107973,0.138894140334262,0.08384130321100539,-0.7826790273324402,0.6024434237865336,-4.747243359541289e-05,1.3253763944248427
190,950.0,1,1.9599854410079167,0.18774365358036324,0.08454645388297839,-0.8334631830102907,0.5317660997823038,-4.573360879447937e-05,1.3139890623757642
191,955.0,1,1.9969081413799044,0.23641578243541242,0.08517623063487874,-0.8778695787934284,0.4570192340746085,-4.364480721829758e-05,1.3034907897028731
192,960.0,1,2.032308392878798,0.28488409323953606,0.0857348257742375,-0.9155798023969827,0.37878592543031253,-4.1223075700135317e-05,1.2946927741864014
193,965.0,1,2.066251385531698,0.33312603971571303,0.08622666784442884,-0.9463300768387279,0.2976727844270428,-3.848796086192275e-05,1.2884953488419042
194,970.0,1,2.0987980652005183,0.38112248558076856,0.08665632136787953,-0.9699127126078639,0.21430459934066445,-3.546131393827359e-05,1.2858743679314013
195,975.0,1,2.130005432249384,0.4288573214818534,0.08702835608735285,-0.9861770078239785,0.12931897466836856,-3.216707957164625e-05,1.28785602824094
196,980.0,1,2.1599268082649883,0.47631714371670564,0.08734718403727304,-0.9950296124466003,0.04336100323737674,-2.863107168591882e-05,1.2954789203419086
197,985.0,1,2.1886120783475485,0.5234909611380516,0.08761686422790704,-0.9964343795948335,-0.04292197218710681,-2.4880739512542595e-05,1.3097443165945268
198,990.0,1,2.2161079194853763,0.5703698959067032,0.08784088034020632,-0.9904117328631058,-0.1288854576770652,-2.0944926745484455e-05,1.3315586961958215
199,995.0,1,2.2424580278571886,0.6169468447351169,0.08802190688255897,-0.9770375831203443,-0.21389272348997349,-1.685362664783947e-05,1.3616754454899698
200,1000.0,1,2.267703358779999,0.6632160721144668,0.08816159340149177,-0.9564418316526146,-0.29731949875761193,-1.2637735734825019e-05,1.40064431905753
201,1005.0,1,2.2918823912192856,0.7091727184336187,0.08826041300974752,-0.9288064986947772,-0.37855841490725467,-8.328808425738755e-06,1.448776577389781
202,1010.0,1,2.315031894482747,0.7548105795975374,0.08831980421281817,-0.8943635174726058,-0.45702317368108536,-3.958814802136035e-06,1.5061307664447836
203,1015.0,1,2.337187457078292,0.8001208112180803,0.08834428543257325,-0.8533922339495957,-0.5321524217735877,4.4009665873597086e-07,1.5725196093108995
204,1020.0,1,2.358382698229134,0.8450952575306157,0.08833753823382769,-0.8062166516689563,-0.603413319805007,4.835829777972825e-06,1.6475335630691388
205,1025.0,1,2.3786494072881297,0.889726462851341,0.08830248594747478,-0.7532024595400107,-0.6703047984879876,9.196563466258081e-06,1.7305756231767027
206,1030.0,1,2.3980176679509877,0.9340076734145112,0.0882413783000707,-0.6947538782843133,-0.7323604993517424,1.3490965537261463e-05,1.8209014151556642
207,1035.0,1,2.416515970300994,0.9779328296685986,0.08815587818392402,-0.6313103586733753,-0.7891514012223932,1.768839670586077e-05,1.9176597974701466
208,1040.0,1,2.4341713130811686,1.0214965497588124,0.0880471474588573,-0.5633431617955419,-0.8402881368024196,2.175910414964666e-05,2.0199309653502064
209,1045.0,1,2.4510092980403546,1.0646941053369168,0.08791592938893436,-0.49135184851263064,-0.8854230061537167,2.56744042028885e-05,2.126760589126927
210,1050.0,1,2.467054217739635,1.1075213910654385,0.087762625963319,-0.4158607021240018,-0.9242516956927339,2.9406853915760776e-05,2.2371895074883272
211,1055.0,1,2.4823291378313463,1.1499748892654784,0.08758736891702987,-0.33741510515000234,-0.9565147124925584,3.293041134713835e-05,2.350278944274679
212,1060.0,1,2.496855974527969,1.1920516311336897,0.08739008374866046,-0.25657788816676735,-0.9819985443069645,3.622058456654007e-05,2.4651313222673332
213,1065.0,1,2.5106555677531284,1.2337491558571563,0.08717054642773996,-0.17392566584688735,-1.000536555844105,3.925456942035121e-05,2.580906723676334
214,1070.0,1,2.5237477503016454,1.275065468811767,0.08692843279814451,-0.09004517282590102,-1.012009631490488,4.201137617117833e-05,2.696835042443706
215,1075.0,1,2.5361514132196192,1.315998999861617,0.08666336092259852,-0.00552960986106857,-1.0163465739696562,4.4471945145590395e-05,2.8122239478345845
216,1080.0,1,2.547884567538939,1.3565485626002827,0.08637492678540787,0.07902499121609988,-1.013524267426113,4.661925153464785e-05,2.9264629226189456
217,1085.0,1,2.5589644024543974,1.3967133152014324,0.08606273388559144,0.1630233766233341,-1.0035676121475237,4.843839947236737e-05,3.039023807778638
218,1090.0,1,2.5694073400077513,1.4364927233842553,0.0857264173201155,0.2458746478762178,-0.9865492367288184,4.9916705487071344e-05,3.149458429985659
219,1095.0,1,2.579229086335054,1.4758865258537208,0.08536566298618137,0.32699580187611654,-0.9625889919397014,5.1043771370732655e-05,3.257393974439825
220,1100.0,1,2.5884446795358764,1.514894702449369,0.08498022253090576,0.4058152288504038,-0.9318532289801472,5.1811546450219475e-05,3.362526782277551
221,1105.0,1,2.5970685342314823,1.5535174451300193,0.08456992465372923,0.48177616305154636,-0.8945538632483778,5.2214379172994115e-05,3.4646152058220823
222,1110.0,1,2.6051144828903663,1.5917551318350203,0.08413468332787923,0.5543400806242375,-0.8509472232649521,5.224905784144607e-05,3.563472064743122
223,1115.0,1,2.612595814011536,1.629608303194079,0.0836745034575105,0.6229900381732587,-0.8013326830576344,5.1914840247711434e-05,3.658957133213095
224,1120.0,1,2.6195253072669993,1.6670776420054063,0.0831894844310252,0.6872339443624588,-0.7460510751486201,5.1213471877472866e-05,3.7509699713071414
